customer_id,as_of_date,region_name,age,age_band,marital_status,customer_tenure_months,multi_policy_flag,num_policies,policy_type,renewal_month,current_premium,premium_last_year,premium_change_pct,num_price_increases_last_3y,coverage_amount,premium_to_coverage_ratio,payment_frequency,autopay_enabled,late_payment_count_12m,missed_payment_flag,payment_method_change_flag,num_claims_12m,num_approved_claims_12m,num_rejected_claims_12m,num_pending_claims_12m,avg_claim_amount,total_claim_amount_12m,total_payout_amount_12m,payout_ratio_12m,avg_settlement_time_days,days_since_last_claim,num_contacts_12m,complaint_flag,complaint_resolution_days,quote_requested_flag,coverage_downgrade_flag,churn_flag,churn_type,churn_probability_true
20809,2025-12-31,Wellington,19,18-24,Married,122,0,1,Auto,10,775.06,737.05,0.0458,1,28243.12,0.02744239,Annual,1,0,0,0,0,0,0,0,6024.45,0.0,0.0,0.75,27,461,4,0,0,0,0,0,No churn,0.188356
20810,2025-12-31,Auckland,32,25-34,Married,95,0,1,Auto,10,518.58,504.36,0.0316,3,31571.92,0.01642536,Monthly,1,0,0,0,0,0,0,0,2931.83,0.0,0.0,0.75,17,1264,2,0,0,0,0,0,No churn,0.212865
20811,2025-12-31,Auckland,26,25-34,Married,100,0,1,Home,2,896.66,986.64,-0.1046,2,395796.17,0.00226547,Annual,1,0,0,0,0,0,0,0,10967.65,0.0,0.0,0.75,30,1290,4,0,0,0,0,0,No churn,0.115214
20812,2025-12-31,Otago,31,25-34,Married,70,0,1,Home,4,706.34,710.59,-0.0368,1,548003.21,0.00128893,Monthly,1,1,0,0,0,0,0,0,4069.42,0.0,0.0,0.75,17,960,1,0,0,0,0,0,No churn,0.255983
20813,2025-12-31,Auckland,24,18-24,Single,76,0,1,Home,6,1022.13,974.58,0.0292,2,508777.92,0.00200898,Monthly,1,1,0,0,0,0,0,0,9465.31,0.0,0.0,0.75,20,508,1,0,0,0,0,0,No churn,0.338074
20814,2025-12-31,Wellington,71,65-74,Married,123,1,4,Home,8,798.45,729.31,0.1007,2,762480.43,0.00104718,Monthly,0,0,0,1,0,0,0,0,5550.38,0.0,0.0,0.75,19,1716,0,0,0,0,0,0,No churn,0.104323
20815,2025-12-31,Auckland,51,45-54,Single,133,1,3,Home,9,920.83,959.19,-0.032,1,498146.77,0.00184851,Monthly,0,1,0,1,0,0,0,0,4545.3,0.0,0.0,0.75,6,1573,3,0,0,0,0,0,No churn,0.053934
20816,2025-12-31,Manawatu-Whanganui,63,55-64,Single,86,0,1,Health,1,1546.19,1486.6,0.0295,2,153728.7,0.01005794,Monthly,1,0,0,1,0,0,0,0,7665.31,0.0,0.0,0.8,29,1471,0,0,0,0,0,0,No churn,0.196775
20817,2025-12-31,Auckland,85,75+,Single,170,0,1,Auto,1,1250.04,1017.3,0.2265,2,19547.58,0.06394869,Monthly,0,2,0,0,0,0,0,0,3212.35,0.0,0.0,0.75,22,1402,3,0,0,1,0,1,Price,0.90923
20818,2025-12-31,Wellington,62,55-64,Married,135,1,4,Health,9,1635.4,1423.3,0.1457,1,149261.53,0.01095661,Monthly,1,0,0,0,0,0,0,0,1079.52,0.0,0.0,0.8,14,1802,0,0,0,0,0,0,No churn,0.11836
20819,2025-12-31,Waikato,50,45-54,Single,98,0,1,Home,11,598.53,562.05,0.058,3,445406.46,0.00134379,Annual,1,0,0,0,0,0,0,0,17581.47,0.0,0.0,0.75,16,894,1,0,0,0,0,0,No churn,0.131265
20820,2025-12-31,Manawatu-Whanganui,36,35-44,Married,140,0,1,Life,1,1211.61,1057.0,0.1299,3,212862.28,0.005692,Monthly,1,1,0,0,0,0,0,0,18202.2,0.0,0.0,0.85,21,504,1,0,0,0,1,0,No churn,0.518766
20821,2025-12-31,Auckland,69,65-74,Married,63,0,1,Health,10,1534.44,1603.66,-0.0687,2,161170.83,0.00952059,Annual,1,0,0,0,0,0,0,0,3841.81,0.0,0.0,0.8,18,1085,1,0,0,0,0,1,Other,0.11045
20822,2025-12-31,Waikato,52,45-54,Married,134,0,1,Home,3,851.46,736.82,0.1353,1,248099.38,0.00343191,Monthly,0,0,0,0,0,0,0,0,12343.7,0.0,0.0,0.75,15,1797,2,0,0,0,0,1,Price,0.335357
20823,2025-12-31,Auckland,69,65-74,Married,122,1,2,Travel,2,265.3,262.78,0.0184,2,19072.09,0.01391047,Monthly,1,0,0,0,0,0,0,0,1514.55,0.0,0.0,0.75,16,1397,1,0,0,0,0,0,No churn,0.052006
20824,2025-12-31,Canterbury,19,18-24,Single,89,1,4,Auto,4,635.84,587.44,0.0682,2,33396.46,0.01903911,Monthly,1,0,0,1,0,0,0,0,7796.31,0.0,0.0,0.75,20,599,4,0,0,0,0,0,No churn,0.095287
20825,2025-12-31,Auckland,29,25-34,Married,118,0,1,Life,5,816.97,762.61,0.0693,2,480032.77,0.0017019,Monthly,1,0,0,0,0,0,0,0,6075.85,0.0,0.0,0.85,15,376,3,0,0,0,0,0,No churn,0.281462
20826,2025-12-31,Auckland,26,25-34,Single,50,1,3,Health,3,1680.0,1430.25,0.1523,2,136444.19,0.01231272,Monthly,1,1,0,0,0,0,0,0,7676.27,0.0,0.0,0.8,16,1062,3,0,0,0,1,0,No churn,0.276064
20827,2025-12-31,Wellington,64,55-64,Married,179,0,1,Health,9,1401.13,1307.46,0.0558,2,196518.42,0.00712976,Monthly,1,1,0,1,0,0,0,0,2509.94,0.0,0.0,0.8,28,486,1,0,0,0,0,1,Other,0.341597
20828,2025-12-31,Auckland,53,45-54,Single,130,1,2,Home,10,1108.39,1042.55,0.048,2,308378.98,0.00359426,Monthly,1,0,0,0,0,0,0,0,11419.52,0.0,0.0,0.75,18,775,1,0,0,0,0,0,No churn,0.050554
20829,2025-12-31,Auckland,39,35-44,Married,56,1,2,Auto,9,745.99,679.92,0.0841,2,19992.95,0.03731273,Monthly,1,0,0,0,1,0,1,0,1440.45,1440.45,864.27,0.6,20,73,2,0,0,0,0,0,No churn,0.335054
20830,2025-12-31,Auckland,39,35-44,Married,6,0,1,Home,6,981.34,995.95,0.0031,3,342505.84,0.00286518,Annual,1,1,0,0,0,0,0,0,19137.91,0.0,0.0,0.75,28,1103,1,0,0,0,0,0,No churn,0.234162
20831,2025-12-31,Manawatu-Whanganui,59,55-64,Married,28,0,1,Home,9,765.07,798.53,-0.012,2,594154.66,0.00128766,Annual,1,0,0,0,0,0,0,0,14895.66,0.0,0.0,0.75,12,1200,2,0,0,0,0,0,No churn,0.107192
20832,2025-12-31,Canterbury,83,75+,Married,153,0,1,Life,4,1293.95,1324.66,0.0056,3,456324.62,0.00283559,Monthly,0,0,0,0,0,0,0,0,44028.82,0.0,0.0,0.85,23,1002,2,0,0,0,0,0,No churn,0.270899
20833,2025-12-31,Canterbury,85,75+,Single,68,0,1,Auto,12,967.24,879.27,0.0959,3,21135.81,0.04576302,Monthly,0,1,0,0,0,0,0,0,2048.81,0.0,0.0,0.75,17,1002,1,0,0,0,0,1,Other,0.591993
20834,2025-12-31,Otago,50,45-54,Single,157,0,1,Health,10,1500.76,1392.06,0.0799,2,163653.11,0.00917035,Annual,1,0,0,0,0,0,0,0,5255.29,0.0,0.0,0.8,23,1500,1,0,0,0,0,0,No churn,0.153641
20835,2025-12-31,Wellington,63,55-64,Single,90,0,1,Auto,5,623.3,614.41,-0.0069,0,26991.8,0.02309213,Annual,1,1,0,0,0,0,0,0,6484.34,0.0,0.0,0.75,31,929,2,0,0,0,0,0,No churn,0.15145
20836,2025-12-31,Auckland,23,18-24,Married,71,0,1,Home,5,986.23,1053.76,-0.0746,1,578581.16,0.00170457,Annual,1,1,0,0,0,0,0,0,22453.41,0.0,0.0,0.75,5,1197,2,0,0,0,0,0,No churn,0.187601
20837,2025-12-31,Auckland,82,75+,Married,58,0,1,Health,6,1597.89,1530.3,0.0289,1,66781.78,0.02392702,Annual,1,0,0,0,0,0,0,0,5208.4,0.0,0.0,0.8,21,1089,1,0,0,0,0,0,No churn,0.199852
20838,2025-12-31,Waikato,19,18-24,Single,62,0,1,Health,7,904.03,909.49,-0.0202,0,177703.07,0.0050873,Annual,1,0,0,0,1,1,0,0,4091.99,4091.99,3273.59,0.8,12,136,5,0,0,0,0,0,No churn,0.134452
20839,2025-12-31,Manawatu-Whanganui,41,35-44,Single,71,0,1,Life,2,1113.08,1037.66,0.0736,2,226683.74,0.00491027,Annual,0,1,0,0,0,0,0,0,20203.63,0.0,0.0,0.85,19,1475,0,0,0,0,0,0,No churn,0.221
20840,2025-12-31,Wellington,67,65-74,Married,32,0,1,Health,9,1489.2,1541.69,-0.0145,1,140409.14,0.01060616,Monthly,1,1,0,0,0,0,0,0,3067.01,0.0,0.0,0.8,27,1490,0,0,0,0,0,0,No churn,0.272085
20841,2025-12-31,Auckland,83,75+,Married,91,1,2,Auto,5,1033.21,903.25,0.1353,2,24026.23,0.0430036,Monthly,1,1,0,0,0,0,0,0,3491.3,0.0,0.0,0.75,17,557,1,0,0,0,0,0,No churn,0.281142
20842,2025-12-31,Bay of Plenty,29,25-34,Married,153,1,4,Health,6,1708.46,1597.04,0.0572,3,148039.93,0.01154053,Monthly,1,1,0,0,0,0,0,0,3782.74,0.0,0.0,0.8,4,1664,2,0,0,0,0,0,No churn,0.111571
20843,2025-12-31,Wellington,62,55-64,Single,104,1,2,Auto,12,1036.43,980.92,0.0283,2,20271.7,0.05112684,Monthly,1,0,0,0,0,0,0,0,3322.32,0.0,0.0,0.75,14,1766,2,0,0,0,0,0,No churn,0.048499
20844,2025-12-31,Auckland,30,25-34,Married,7,1,4,Travel,12,301.28,314.06,-0.0534,0,18871.32,0.01596511,Monthly,0,1,0,0,0,0,0,0,3879.58,0.0,0.0,0.75,30,1163,0,0,0,0,0,0,No churn,0.125526
20845,2025-12-31,Auckland,21,18-24,Single,41,1,3,Health,11,1126.3,1048.25,0.0573,2,115961.9,0.00971265,Monthly,0,0,0,0,0,0,0,0,4495.69,0.0,0.0,0.8,14,558,3,0,0,0,1,0,No churn,0.107312
20846,2025-12-31,Otago,46,45-54,Married,75,1,4,Auto,11,653.65,628.98,0.0205,1,33631.1,0.01943589,Annual,1,0,0,0,0,0,0,0,3106.46,0.0,0.0,0.75,18,1023,1,0,0,0,0,0,No churn,0.022612
20847,2025-12-31,Bay of Plenty,57,55-64,Married,77,1,3,Auto,11,864.39,879.54,0.0084,1,21381.85,0.04042636,Monthly,1,0,0,0,0,0,0,0,1816.64,0.0,0.0,0.75,22,1313,4,0,0,0,0,0,No churn,0.037934
20848,2025-12-31,Otago,35,35-44,Single,97,0,1,Auto,11,1033.78,992.81,0.0414,1,24864.9,0.04157571,Annual,1,1,0,0,0,0,0,0,4626.45,0.0,0.0,0.75,19,606,0,0,0,0,0,0,No churn,0.184668
20849,2025-12-31,Manawatu-Whanganui,84,75+,Married,113,0,1,Health,5,2090.17,1745.21,0.2047,3,152423.02,0.01371293,Monthly,0,1,0,0,0,0,0,0,6309.71,0.0,0.0,0.8,21,1322,0,0,0,0,0,1,Price,0.764153
20850,2025-12-31,Auckland,59,55-64,Single,76,0,1,Health,8,1614.83,1806.41,-0.0835,0,169639.45,0.00951916,Monthly,0,0,0,0,0,0,0,0,2831.08,0.0,0.0,0.8,24,1202,0,0,0,0,0,1,Other,0.149446
20851,2025-12-31,Canterbury,47,45-54,Married,105,0,1,Home,6,509.39,487.01,0.0425,2,386992.11,0.00131627,Monthly,1,0,0,1,0,0,0,0,34748.59,0.0,0.0,0.75,10,1799,1,0,0,0,0,0,No churn,0.18647
20852,2025-12-31,Waikato,51,45-54,Single,153,0,1,Life,1,1371.82,1382.31,0.0167,1,407633.04,0.00336534,Monthly,0,0,0,0,0,0,0,0,20915.33,0.0,0.0,0.85,17,1685,0,0,0,0,0,0,No churn,0.157127
20853,2025-12-31,Manawatu-Whanganui,49,45-54,Single,150,1,3,Health,1,1391.56,1335.16,0.0336,2,207122.21,0.00671853,Annual,0,0,0,0,0,0,0,0,3630.31,0.0,0.0,0.8,22,601,1,0,0,0,0,0,No churn,0.025496
20854,2025-12-31,Manawatu-Whanganui,25,25-34,Single,27,0,1,Auto,1,766.6,686.45,0.1354,1,31341.57,0.02445961,Monthly,0,1,0,0,0,0,0,0,3377.2,0.0,0.0,0.75,14,1604,2,0,0,1,0,1,Price,0.691451
20855,2025-12-31,Wellington,59,55-64,Single,18,1,2,Home,8,915.29,932.42,-0.0198,2,383624.49,0.00238591,Monthly,0,0,0,0,0,0,0,0,7960.47,0.0,0.0,0.75,34,1214,1,0,0,0,1,0,No churn,0.069412
20856,2025-12-31,Bay of Plenty,71,65-74,Married,55,0,1,Health,10,1517.96,1620.92,-0.0714,1,99307.9,0.01528539,Monthly,1,2,0,0,0,0,0,0,4953.1,0.0,0.0,0.8,28,516,0,0,0,0,0,1,Other,0.386476
20857,2025-12-31,Canterbury,46,45-54,Married,55,0,1,Travel,8,279.48,280.45,0.0197,1,12292.83,0.02273536,Monthly,1,1,0,0,0,0,0,0,2726.51,0.0,0.0,0.75,13,513,1,0,0,0,0,0,No churn,0.237009
20858,2025-12-31,Auckland,46,45-54,Married,138,0,1,Health,2,1387.1,1251.37,0.0941,2,73087.56,0.01897857,Monthly,1,0,0,0,0,0,0,0,4434.97,0.0,0.0,0.8,15,1048,2,1,12,1,0,1,Service,0.449601
20859,2025-12-31,Auckland,79,75+,Single,82,1,2,Home,5,416.77,348.28,0.2022,3,346456.98,0.00120296,Monthly,1,0,0,1,0,0,0,0,3286.54,0.0,0.0,0.75,26,1604,2,1,6,0,1,1,Price,0.978299
20860,2025-12-31,Manawatu-Whanganui,59,55-64,Married,38,0,1,Health,12,1496.41,1306.27,0.1284,1,141235.53,0.01059511,Annual,1,0,0,0,1,1,0,0,5908.09,5908.09,4726.47,0.8,18,138,1,0,0,0,0,1,Price,0.228597
20861,2025-12-31,Manawatu-Whanganui,38,35-44,Married,82,0,1,Home,10,462.79,403.1,0.1366,1,532683.71,0.00086879,Monthly,0,1,0,0,0,0,0,0,2821.09,0.0,0.0,0.75,30,406,1,0,0,0,0,0,No churn,0.457604
20862,2025-12-31,Waikato,18,18-24,Married,52,1,2,Health,5,1014.58,1008.88,-0.0229,2,122444.93,0.00828603,Monthly,0,2,0,0,0,0,0,0,5187.97,0.0,0.0,0.8,16,1174,2,0,0,1,1,1,Other,0.248903
20863,2025-12-31,Waikato,73,65-74,Married,84,0,1,Auto,11,1264.68,1158.74,0.0542,2,30640.14,0.04127535,Monthly,1,1,0,0,1,1,0,0,7400.86,7400.86,5550.64,0.75,13,225,5,0,0,0,0,0,No churn,0.393464
20864,2025-12-31,Canterbury,60,55-64,Married,157,1,2,Auto,9,1175.5,1052.85,0.1136,1,28537.86,0.0411909,Annual,1,0,0,0,0,0,0,0,3964.21,0.0,0.0,0.75,21,644,2,0,0,0,0,0,No churn,0.05422
20865,2025-12-31,Otago,60,55-64,Married,115,1,2,Life,6,972.43,842.96,0.1221,3,435833.38,0.0022312,Monthly,0,0,0,0,0,0,0,0,17486.5,0.0,0.0,0.85,32,406,1,0,0,0,1,0,No churn,0.12452
20866,2025-12-31,Auckland,37,35-44,Single,33,0,1,Health,4,1473.54,1293.36,0.1246,1,277692.03,0.00530639,Monthly,1,3,0,0,0,0,0,0,4200.87,0.0,0.0,0.8,2,724,2,0,0,1,0,1,Price,0.775352
20867,2025-12-31,Auckland,30,25-34,Single,72,0,1,Health,12,1598.83,1416.47,0.1179,2,149457.95,0.01069749,Monthly,1,1,0,1,0,0,0,0,2368.84,0.0,0.0,0.8,18,478,3,0,0,0,0,0,No churn,0.486989
20868,2025-12-31,Canterbury,51,45-54,Single,3,1,2,Health,9,1605.15,1665.9,-0.0334,1,187390.73,0.00856579,Monthly,1,0,0,0,0,0,0,0,1524.15,0.0,0.0,0.8,23,1769,1,0,0,0,0,0,No churn,0.067273
20869,2025-12-31,Auckland,69,65-74,Married,180,0,1,Auto,5,980.4,879.31,0.1035,2,27531.9,0.03560968,Annual,1,0,0,0,1,1,0,0,6090.16,6090.16,4567.62,0.75,16,194,3,0,0,0,0,0,No churn,0.230776
20870,2025-12-31,Canterbury,38,35-44,Married,29,0,1,Auto,3,986.6,939.91,0.0366,2,27799.97,0.0354892,Monthly,1,2,0,0,0,0,0,0,2574.19,0.0,0.0,0.75,25,894,1,0,0,0,0,0,No churn,0.4172
20871,2025-12-31,Manawatu-Whanganui,53,45-54,Single,114,1,2,Home,6,546.04,476.77,0.1468,2,378362.97,0.00144316,Monthly,1,0,0,0,0,0,0,0,5170.43,0.0,0.0,0.75,7,1742,1,0,0,0,0,0,No churn,0.10662
20872,2025-12-31,Auckland,85,75+,Single,107,1,4,Health,11,1733.69,1561.17,0.0818,1,85264.78,0.02033296,Monthly,1,0,0,1,0,0,0,0,1623.45,0.0,0.0,0.8,22,881,2,0,0,0,0,0,No churn,0.143337
20873,2025-12-31,Canterbury,32,25-34,Single,105,0,1,Auto,5,480.37,460.32,0.0669,1,29112.8,0.0165004,Monthly,1,3,0,0,0,0,0,0,10473.83,0.0,0.0,0.75,12,1456,1,0,0,0,0,1,Other,0.623916
20874,2025-12-31,Bay of Plenty,33,25-34,Married,14,0,1,Health,10,1879.18,1891.86,-0.0208,1,119102.2,0.0157779,Monthly,1,0,0,0,2,2,0,0,4927.45,9854.9,7883.92,0.8,16,187,0,0,0,0,0,0,No churn,0.24838
20875,2025-12-31,Canterbury,34,25-34,Single,34,0,1,Life,10,929.21,932.16,-0.0144,2,4654.38,0.19964275,Annual,1,1,0,0,0,0,0,0,7212.93,0.0,0.0,0.85,3,1085,4,0,0,0,0,0,No churn,0.164633
20876,2025-12-31,Auckland,80,75+,Single,161,0,1,Life,3,1250.4,1224.81,0.0329,1,332533.69,0.00376022,Monthly,1,2,0,0,0,0,0,0,6976.62,0.0,0.0,0.85,20,999,0,0,0,0,0,0,No churn,0.53371
20877,2025-12-31,Canterbury,53,45-54,Married,119,1,4,Home,3,710.51,670.32,0.0229,3,466377.82,0.00152347,Monthly,1,1,0,0,0,0,0,0,28385.93,0.0,0.0,0.75,11,644,2,0,0,0,0,0,No churn,0.066234
20878,2025-12-31,Canterbury,80,75+,Single,59,0,1,Health,4,1286.58,1257.05,0.0396,2,159281.67,0.00807742,Monthly,0,0,0,0,0,0,0,0,8215.13,0.0,0.0,0.8,15,763,4,0,0,0,1,0,No churn,0.369457
20879,2025-12-31,Auckland,82,75+,Married,92,0,1,Auto,2,1654.57,1716.88,-0.0388,1,23100.28,0.07162568,Annual,1,0,0,0,0,0,0,0,1648.51,0.0,0.0,0.75,10,1379,2,0,0,0,0,0,No churn,0.162183
20880,2025-12-31,Canterbury,46,45-54,Single,101,1,3,Life,6,914.67,824.37,0.1384,2,380846.88,0.00240167,Monthly,1,0,0,0,0,0,0,0,14537.35,0.0,0.0,0.85,16,1165,0,0,0,0,1,0,No churn,0.124912
20881,2025-12-31,Otago,21,18-24,Married,14,0,1,Life,3,1008.11,968.62,0.0459,2,289061.84,0.00348754,Annual,0,0,0,0,0,0,0,0,24647.19,0.0,0.0,0.85,20,505,1,1,7,0,0,0,No churn,0.626406
20882,2025-12-31,Otago,38,35-44,Married,106,1,2,Home,5,762.06,751.28,0.0214,2,452451.19,0.0016843,Monthly,1,0,0,0,0,0,0,0,9501.39,0.0,0.0,0.75,26,1499,3,0,0,0,1,0,No churn,0.052592
20883,2025-12-31,Otago,54,45-54,Single,84,0,1,Health,10,1314.85,1220.81,0.069,2,208097.37,0.00631845,Monthly,1,0,0,0,0,0,0,0,10025.36,0.0,0.0,0.8,25,1278,2,0,0,0,0,0,No churn,0.230554
20884,2025-12-31,Canterbury,43,35-44,Single,104,0,1,Home,2,778.77,663.73,0.1706,2,469197.27,0.0016598,Monthly,1,0,0,0,0,0,0,0,12127.34,0.0,0.0,0.75,20,1703,0,0,0,0,0,1,Price,0.39294
20885,2025-12-31,Otago,18,18-24,Married,121,1,4,Auto,11,975.41,870.55,0.1222,1,29758.93,0.03277713,Monthly,1,0,0,1,1,1,0,0,4827.62,4827.62,3620.72,0.75,16,296,1,0,0,0,0,0,No churn,0.144361
20886,2025-12-31,Auckland,85,75+,Married,161,0,1,Auto,10,1129.42,1043.57,0.0871,2,31768.63,0.03555152,Annual,1,0,0,0,0,0,0,0,9278.24,0.0,0.0,0.75,4,1724,0,0,0,0,0,0,No churn,0.317712
20887,2025-12-31,Waikato,38,35-44,Single,156,0,1,Auto,8,1175.21,1018.4,0.1779,2,18959.37,0.06198551,Monthly,0,0,0,0,2,2,0,0,3359.9,6719.8,5039.85,0.75,20,285,0,0,0,0,1,1,Price,0.48137
20888,2025-12-31,Auckland,60,55-64,Married,155,0,1,Auto,12,632.25,626.8,0.0126,2,16632.57,0.03801281,Monthly,0,0,0,0,0,0,0,0,7311.97,0.0,0.0,0.75,12,1495,2,0,0,0,0,0,No churn,0.166487
20889,2025-12-31,Auckland,82,75+,Married,153,0,1,Life,7,1150.21,1043.71,0.1139,2,399689.93,0.00287775,Annual,0,0,0,0,0,0,0,0,11689.8,0.0,0.0,0.85,21,910,0,0,0,0,0,0,No churn,0.337206
20890,2025-12-31,Canterbury,55,55-64,Married,114,0,1,Auto,2,1290.69,1206.94,0.0714,2,28244.44,0.0456972,Monthly,0,0,0,1,0,0,0,0,2653.1,0.0,0.0,0.75,18,1183,2,0,0,0,0,0,No churn,0.23595
20891,2025-12-31,Auckland,65,65-74,Married,47,0,1,Home,6,616.38,593.89,0.0159,3,314485.2,0.00195998,Monthly,1,2,0,0,0,0,0,0,5053.58,0.0,0.0,0.75,12,1169,3,0,0,0,0,1,Other,0.383371
20892,2025-12-31,Manawatu-Whanganui,20,18-24,Single,14,0,1,Travel,10,227.25,186.28,0.2404,3,8933.7,0.0254378,Monthly,0,2,0,0,0,0,0,0,3023.66,0.0,0.0,0.75,6,494,0,0,0,0,1,1,Price,0.915312
20893,2025-12-31,Auckland,65,65-74,Married,30,0,1,Health,11,744.67,683.94,0.0631,1,135278.71,0.00550471,Annual,1,0,0,0,0,0,0,0,5006.61,0.0,0.0,0.8,19,1556,3,0,0,0,0,0,No churn,0.182153
20894,2025-12-31,Manawatu-Whanganui,75,75+,Single,16,0,1,Health,4,1270.73,1129.51,0.1032,1,130445.62,0.00974145,Monthly,0,2,0,1,0,0,0,0,2013.01,0.0,0.0,0.8,28,1143,1,0,0,0,0,0,No churn,0.729283
20895,2025-12-31,Bay of Plenty,80,75+,Married,123,0,1,Auto,6,994.29,1039.75,-0.0665,0,21633.53,0.04596051,Monthly,0,0,0,0,0,0,0,0,5643.23,0.0,0.0,0.75,16,1266,1,0,0,0,0,0,No churn,0.238175
20896,2025-12-31,Bay of Plenty,23,18-24,Single,134,0,1,Home,1,407.65,382.53,0.0907,2,410001.55,0.00099427,Monthly,0,0,0,0,0,0,0,0,8834.1,0.0,0.0,0.75,20,1097,0,0,0,0,0,1,Other,0.347085
20897,2025-12-31,Wellington,33,25-34,Married,168,1,3,Health,7,1162.06,974.38,0.1786,3,129595.69,0.00896683,Monthly,1,1,0,0,0,0,0,0,5993.85,0.0,0.0,0.8,19,845,1,0,0,1,0,0,No churn,0.322257
20898,2025-12-31,Auckland,21,18-24,Married,109,0,1,Life,2,1506.38,1738.37,-0.0976,2,288336.58,0.00522437,Annual,1,0,0,0,0,0,0,0,2513.18,0.0,0.0,0.85,22,599,2,0,0,0,0,0,No churn,0.128068
20899,2025-12-31,Canterbury,80,75+,Married,78,0,1,Home,11,550.47,545.49,0.0145,2,353728.15,0.00155619,Monthly,0,1,0,0,0,0,0,0,2281.72,0.0,0.0,0.75,16,407,1,0,0,0,0,0,No churn,0.37059
20900,2025-12-31,Manawatu-Whanganui,36,35-44,Single,166,1,4,Auto,3,1510.74,1277.79,0.1813,2,9532.87,0.15847642,Annual,1,0,0,0,0,0,0,0,1524.47,0.0,0.0,0.75,14,561,1,0,0,0,0,0,No churn,0.082366
20901,2025-12-31,Auckland,54,45-54,Single,139,0,1,Home,10,831.31,833.39,-0.0143,2,409406.68,0.00203052,Monthly,1,0,0,1,1,1,0,0,7618.47,7618.47,5713.85,0.75,32,342,2,0,0,0,0,0,No churn,0.141444
20902,2025-12-31,Auckland,50,45-54,Married,16,0,1,Auto,4,774.71,790.41,-0.0095,2,39689.8,0.01951913,Monthly,1,2,0,0,0,0,0,0,3800.57,0.0,0.0,0.75,23,713,0,0,0,0,0,1,Other,0.406438
20903,2025-12-31,Otago,64,55-64,Single,84,1,3,Home,2,853.22,853.89,0.0064,2,513640.83,0.00166113,Annual,0,0,0,0,0,0,0,0,7114.97,0.0,0.0,0.75,5,1412,0,0,0,0,0,0,No churn,0.024378
20904,2025-12-31,Canterbury,78,75+,Married,127,1,4,Life,1,1169.28,1005.08,0.1393,2,198134.68,0.00590142,Monthly,1,0,0,0,0,0,0,0,13106.78,0.0,0.0,0.85,23,1124,2,0,0,0,1,0,No churn,0.209056
20905,2025-12-31,Auckland,40,35-44,Married,127,1,2,Health,6,1900.54,1818.98,0.0831,1,171888.38,0.01105682,Monthly,1,0,0,0,0,0,0,0,8082.15,0.0,0.0,0.8,17,1500,1,0,0,0,0,0,No churn,0.065412
20906,2025-12-31,Auckland,71,65-74,Married,81,0,1,Life,5,958.97,795.79,0.222,2,48516.04,0.01976594,Annual,0,0,0,0,0,0,0,0,4864.97,0.0,0.0,0.85,15,661,2,0,0,0,0,0,No churn,0.441795
20907,2025-12-31,Otago,37,35-44,Single,141,1,3,Auto,7,896.89,778.99,0.1431,2,21566.03,0.04158798,Monthly,1,0,0,0,0,0,0,0,11485.39,0.0,0.0,0.75,17,1333,0,0,0,0,0,0,No churn,0.103913
20908,2025-12-31,Auckland,31,25-34,Single,31,0,1,Auto,7,965.9,800.9,0.2421,2,36447.58,0.02650113,Monthly,1,1,0,0,0,0,0,0,9070.74,0.0,0.0,0.75,29,1279,1,0,0,0,0,1,Price,0.728672
20909,2025-12-31,Auckland,25,25-34,Single,124,0,1,Health,3,1494.15,1540.02,-0.0605,2,139000.09,0.01074927,Monthly,0,0,0,0,0,0,0,0,2598.99,0.0,0.0,0.8,6,1384,1,0,0,0,0,0,No churn,0.188971
20910,2025-12-31,Manawatu-Whanganui,43,35-44,Married,78,0,1,Home,4,652.31,581.92,0.0843,2,554661.37,0.00117605,Monthly,1,0,0,0,0,0,0,0,5507.5,0.0,0.0,0.75,21,1739,2,0,0,0,0,0,No churn,0.245694
20911,2025-12-31,Bay of Plenty,56,55-64,Single,158,1,3,Auto,5,1170.68,1404.41,-0.1067,0,29734.09,0.03937178,Monthly,1,0,0,0,0,0,0,0,8539.35,0.0,0.0,0.75,21,771,2,0,0,0,0,0,No churn,0.034859
20912,2025-12-31,Canterbury,71,65-74,Married,11,0,1,Auto,11,1086.64,995.37,0.0751,2,22923.42,0.04740302,Annual,0,0,0,0,0,0,0,0,7163.02,0.0,0.0,0.75,27,542,0,0,0,0,0,1,Other,0.878573
20913,2025-12-31,Canterbury,75,75+,Married,139,1,2,Home,9,735.84,645.83,0.1462,1,164658.18,0.00446887,Annual,1,0,0,0,0,0,0,0,9162.81,0.0,0.0,0.75,24,1803,1,0,0,0,1,0,No churn,0.125378
20914,2025-12-31,Auckland,53,45-54,Married,19,1,2,Life,2,1899.79,1757.68,0.1013,2,559397.78,0.00339613,Annual,1,0,0,0,0,0,0,0,11736.3,0.0,0.0,0.85,24,1612,2,0,0,0,0,0,No churn,0.064897
20915,2025-12-31,Wellington,45,45-54,Married,136,0,1,Home,8,783.6,765.37,0.0629,1,492327.2,0.00159162,Annual,0,0,0,0,0,0,0,0,5242.96,0.0,0.0,0.75,25,1207,0,0,0,0,0,0,No churn,0.134447
